folio,CPTUtility_225,CPTUtility_100,CPTUtility_150,crraUtility_1,crraUtility_2,crraUtility_3,crraUtility_5,quadUtility_1,quadUtility_2,quadUtility_3,quadUtility_5
685,-0.015627511,0.00165012,-0.005260933,0.849081806,-0.427807562,-0.091509655,-0.008374017,0.004627112,0.004350488,0.004073864,0.003520617
686,-0.010458635,0.001467031,-0.003303235,0.581491274,-0.559064027,-0.156276293,-0.02442228,0.003165036,0.003062161,0.002959285,0.002753534
687,-0.007679573,0.003687327,-0.000859433,0.87475047,-0.416966052,-0.086930344,-0.007556885,0.004766578,0.004641619,0.00451666,0.004266742
688,-0.008404004,0.004089371,-0.000907979,0.916740052,-0.399820313,-0.079928141,-0.006388508,0.004996031,0.004821796,0.004647561,0.004299091
689,-0.004363835,0.002288144,-0.000372648,0.499739492,-0.606688686,-0.184035581,-0.033869095,0.002719344,0.002680143,0.002640942,0.002562541
690,-0.003912489,0.003760593,0.00069136,0.728548264,-0.482609103,-0.116455773,-0.013561947,0.003966961,0.003912428,0.003857895,0.003748828
691,-0.006564066,0.003519601,-0.000513866,0.63168467,-0.531695315,-0.141349954,-0.019979809,0.003437849,0.003337804,0.003237758,0.003037667
692,-0.019866912,0.000479401,-0.007659124,0.820098771,-0.440388155,-0.096970864,-0.009403348,0.004469859,0.004098788,0.003727717,0.002985574
693,-0.020091902,0.006884195,-0.003906244,1.206589967,-0.299215878,-0.044765071,-0.002003912,0.006591951,0.005760027,0.004928104,0.003264256
694,-0.006472164,0.004087163,-0.000136568,0.94607081,-0.388263592,-0.075374308,-0.005681286,0.005155947,0.005028129,0.004900312,0.004644678
695,-0.017421235,0.004647824,-0.0041798,1.057771352,-0.347228799,-0.06028392,-0.003634151,0.005774567,0.005266077,0.004757587,0.003740606
696,-0.02264672,0.000444151,-0.008792197,0.791811155,-0.453023556,-0.102615171,-0.010529873,0.004318127,0.003814639,0.00331115,0.002304172
697,-0.013458722,0.003189727,-0.003469653,0.955640783,-0.384565642,-0.073945367,-0.005467917,0.005211509,0.004953597,0.004695686,0.004179862
698,-0.024233489,0.006779636,-0.005625614,1.272162994,-0.280224841,-0.039262981,-0.001541582,0.006966072,0.005880429,0.004794787,0.002623502
699,-0.013334412,0.004320194,-0.002741649,1.009756702,-0.364307604,-0.066360015,-0.004403652,0.005506826,0.005171231,0.004835635,0.004164443
700,-0.009357143,0.001499754,-0.002843005,0.706929977,-0.493155876,-0.121601359,-0.01478689,0.003849682,0.003749182,0.003648683,0.003447684
701,-0.007542759,0.003681239,-0.00080836,0.647799822,-0.523195635,-0.136866836,-0.018732531,0.003525552,0.003410848,0.003296144,0.003066737
702,-0.020692407,0.005797195,-0.004798646,1.130405648,-0.322902245,-0.05213293,-0.002717842,0.006177061,0.005385043,0.004593025,0.003008989
703,-0.009740498,0.002817712,-0.002205572,0.903836577,-0.405012812,-0.082017689,-0.006726901,0.004926582,0.004766214,0.004605847,0.004285112
704,-0.012631014,0.003100507,-0.003192101,0.976457453,-0.376643014,-0.07092998,-0.005031062,0.005325479,0.005045733,0.004765988,0.004206496
705,-0.011343872,0.001941729,-0.003372511,0.78634037,-0.455508742,-0.103744107,-0.01076284,0.004283873,0.004134994,0.003986116,0.003688358
706,-0.003638964,0.003588593,0.00069757,0.69143628,-0.500856182,-0.125428458,-0.015732298,0.003764518,0.003713142,0.003661765,0.003559013
707,-0.01895292,0.004079129,-0.00513369,0.958487364,-0.383472502,-0.07352558,-0.005406011,0.00522875,0.004679959,0.004131168,0.003033587
708,-0.017979137,0.005249919,-0.004041703,1.065602706,-0.344520148,-0.059347066,-0.003522074,0.005812964,0.00523905,0.004665137,0.003517311
709,-0.009706975,0.003341957,-0.001877616,0.852108313,-0.426514757,-0.090957419,-0.008273252,0.004642253,0.004489995,0.004337737,0.004033222
710,-0.009847877,0.003812803,-0.001651469,0.874280309,-0.41716214,-0.087012125,-0.00757111,0.004764996,0.004579386,0.004393776,0.004022556
711,-0.006867586,0.001193746,-0.002030787,0.465540086,-0.62779595,-0.197063877,-0.038834172,0.002532944,0.002481088,0.002429232,0.00232552
712,-0.004703697,0.0033396,0.000122281,0.771028365,-0.462537166,-0.106970315,-0.011442648,0.004199186,0.004138538,0.004077889,0.003956592
713,-0.018888728,0.001640444,-0.006571225,0.831543167,-0.435376908,-0.094776526,-0.00898259,0.004533484,0.004129964,0.003726444,0.002919403
714,-0.02185746,0.002084655,-0.007492191,0.875182602,-0.416785907,-0.086855246,-0.007543834,0.004777016,0.004209302,0.003641588,0.00250616
715,-0.002400512,0.001924407,0.000194439,0.420625113,-0.656636219,-0.215585562,-0.046477135,0.002288482,0.002272241,0.002256001,0.00222352
716,-0.015166581,0.001947542,-0.004898107,0.747317661,-0.473635301,-0.112165199,-0.012581032,0.004071704,0.00380574,0.003539776,0.003007847
717,-0.010978213,0.001568133,-0.003450405,0.825568249,-0.437986036,-0.095915884,-0.009199857,0.004497048,0.004359525,0.004222002,0.003946956
718,-0.007713933,0.003471296,-0.001002796,0.73175767,-0.481062697,-0.115710659,-0.013388957,0.003984268,0.003874485,0.003764702,0.003545137
719,-0.005140506,0.004059737,0.00037964,0.598365197,-0.549709569,-0.151090305,-0.02282828,0.003256518,0.003165521,0.003074524,0.002892531
720,-0.011795087,0.001443162,-0.003852138,0.652873665,-0.520547745,-0.135484978,-0.018356179,0.003555281,0.003393483,0.003231685,0.002908089
721,-0.0247423,-0.00069736,-0.010315336,0.648379412,-0.522892484,-0.136708275,-0.018689152,0.003531594,0.0030724,0.002613206,0.001694819
722,-0.006874043,0.003232787,-0.000809945,0.727076634,-0.483319847,-0.116799037,-0.013642015,0.003959111,0.003867691,0.003776271,0.003593431
723,-0.012302226,0.00371375,-0.00269264,0.969872684,-0.379131305,-0.071870273,-0.005165336,0.005289229,0.005016559,0.004743889,0.004198549
724,-0.004502898,0.004433237,0.000858783,0.862528633,-0.422093412,-0.089081424,-0.0079355,0.004698866,0.004597675,0.004496483,0.004294101
725,-0.019682242,0.006143858,-0.004186582,1.13801091,-0.320455804,-0.051345961,-0.002636408,0.006215552,0.005442495,0.004669437,0.003123323
726,-0.006663882,0.002678051,-0.001058722,0.684705118,-0.504238899,-0.127128434,-0.016161639,0.003727885,0.003646351,0.003564818,0.003401751
727,-0.029761367,-0.0006761,-0.012310207,0.830777414,-0.435710427,-0.094921788,-0.009010146,0.004535659,0.003780684,0.003025709,0.00151576
728,-0.017219186,4.84E-05,-0.00685864,0.737612989,-0.478254152,-0.114363517,-0.013079014,0.004018569,0.003759719,0.00350087,0.002983171
729,-0.007513309,0.004456269,-0.000331562,1.002364044,-0.367010785,-0.067348458,-0.004535815,0.005465438,0.005298269,0.0051311,0.004796761
730,-0.020667819,0.000770598,-0.007804769,0.944841056,-0.388741354,-0.07555992,-0.005709302,0.005158663,0.004730709,0.004302756,0.003446849
731,-0.019863794,0.005393577,-0.004709372,1.080221637,-0.339520267,-0.057637006,-0.003322024,0.005901589,0.005194596,0.004487604,0.003073619
732,-0.027935778,0.002678545,-0.009567184,1.031446205,-0.356491028,-0.063542927,-0.004037704,0.005637438,0.00471312,0.003788801,0.001940163
733,-0.007105732,0.003428408,-0.000785248,0.687286481,-0.502938953,-0.126473795,-0.015995621,0.003741585,0.003635012,0.003528438,0.003315291
734,-0.009260541,0.003969476,-0.001322531,0.765423832,-0.46513675,-0.108176098,-0.011702068,0.004167747,0.003979052,0.003790357,0.003412967
735,-0.026517698,0.001980209,-0.009418954,0.960834137,-0.382573634,-0.073181293,-0.005355502,0.005246014,0.004468446,0.003690879,0.002135744
736,-0.013912076,0.004621974,-0.002791646,1.075539459,-0.341113689,-0.058179274,-0.003384828,0.005869018,0.00551297,0.005156922,0.004444826
737,-0.007180634,0.003915708,-0.000522829,0.82041291,-0.440249833,-0.096909958,-0.00939154,0.004468709,0.004345603,0.004222497,0.003976284
738,-0.004324339,0.003475707,0.000355688,0.630869401,-0.532128966,-0.141580618,-0.020045072,0.003434002,0.003376091,0.003318181,0.003202361
739,-0.024826364,0.000670904,-0.009528003,0.813821212,-0.443161413,-0.098196019,-0.009642458,0.004434743,0.003869643,0.003304543,0.002174342
740,-0.008333029,0.003301427,-0.001352355,0.888117376,-0.411429591,-0.084637154,-0.007163448,0.004839565,0.004691481,0.004543398,0.004247232
741,-0.004536227,0.003383681,0.000215718,0.666784982,-0.513356377,-0.131767385,-0.017362644,0.003629982,0.003571924,0.003513865,0.003397748
742,-0.01926995,0.003871184,-0.005385269,0.868954302,-0.419389875,-0.087943934,-0.007734135,0.004742084,0.004187839,0.003633594,0.002525103
743,-0.027336959,0.002627266,-0.009358424,1.030786766,-0.35672619,-0.063626787,-0.004048368,0.005633009,0.004750895,0.00386878,0.00210455
744,-0.005398255,0.003158104,-0.00026444,0.668965976,-0.51223797,-0.131193869,-0.017211831,0.00364192,0.003581291,0.003520661,0.003399402
745,-0.001547553,0.002083922,0.000631332,0.486432498,-0.614815843,-0.18899926,-0.03572072,0.00264706,0.002635795,0.00262453,0.002601999
746,-0.011396793,0.003213128,-0.00263084,0.704013377,-0.494596314,-0.122312757,-0.01496041,0.003835202,0.003576252,0.003317303,0.002799405
747,-0.018997899,0.00645576,-0.003725703,1.191966103,-0.303623721,-0.046093682,-0.002124628,0.006509912,0.005790098,0.005070285,0.003630658
748,-0.019265442,0.002550198,-0.006176058,0.914475712,-0.400726667,-0.080290931,-0.006446634,0.004987575,0.004515435,0.004043295,0.003099014
749,-0.009379175,0.005502587,-0.000450118,1.175519103,-0.308658713,-0.0476351,-0.002269103,0.006417451,0.006110563,0.005803674,0.005189897
750,-0.009601403,0.002517801,-0.00232988,0.618634628,-0.538679433,-0.145087766,-0.02105046,0.003367325,0.00324983,0.003132335,0.002897346
751,-0.014653815,0.002028924,-0.004644172,0.702602553,-0.495294595,-0.122658368,-0.015045075,0.003826922,0.003557914,0.003288906,0.00275089
752,-0.008170228,0.003447599,-0.001199532,0.65513552,-0.519371672,-0.134873467,-0.018190852,0.003568048,0.003379813,0.003191577,0.002815105
753,-0.011018624,0.003516839,-0.002297346,0.884862028,-0.41277112,-0.085189999,-0.007257336,0.004821228,0.00460209,0.004382953,0.003944678
754,-0.004155323,0.00350554,0.000441195,0.766711377,-0.46453825,-0.107897893,-0.011641955,0.004175521,0.004120075,0.004064629,0.003953737
755,-0.006179633,0.004574451,0.000272817,0.876369955,-0.416291329,-0.086649235,-0.00750809,0.004774289,0.004629164,0.00448404,0.00419379
756,-0.02676209,0.000516825,-0.010394741,0.803879228,-0.447589291,-0.100168087,-0.010033646,0.004381026,0.003730994,0.003080962,0.001780897
757,-0.011957895,0.004552244,-0.002051812,0.885992799,-0.412304634,-0.084997556,-0.007224584,0.004827442,0.004559373,0.004291303,0.003755164
758,-0.011544589,0.005939825,-0.00105394,1.110719429,-0.329321952,-0.054226474,-0.00294051,0.006056772,0.005713871,0.00537097,0.004685169
759,-0.005253939,0.003286961,-0.000129399,0.76343319,-0.466063592,-0.108607636,-0.011795619,0.00415795,0.004080583,0.004003215,0.00384848
760,-0.00665925,0.002825834,-0.000968199,0.67238686,-0.510488657,-0.130299335,-0.016977917,0.003660665,0.003585162,0.003509659,0.003358653
761,-0.005717063,0.003664939,-8.79E-05,0.754378787,-0.470302682,-0.110592306,-0.012230658,0.004108165,0.004010447,0.00391273,0.003717294
762,-0.008855656,0.002209402,-0.002216621,0.735774826,-0.479134069,-0.114784728,-0.013175534,0.004007722,0.003899516,0.00379131,0.003574899
763,-0.017947038,0.005102232,-0.004117476,1.06479263,-0.344799348,-0.059443295,-0.003533505,0.005810841,0.005250467,0.004690093,0.003569346
764,-0.017332577,0.003500272,-0.004832867,0.910700707,-0.402242271,-0.080899422,-0.006544717,0.00496816,0.004552301,0.004136441,0.003304723
765,-0.007436756,0.003257247,-0.001020354,0.625891208,-0.534784612,-0.14299729,-0.020448225,0.00340632,0.003303315,0.003200311,0.002994302
766,-0.026898581,0.000784205,-0.010288909,0.959324605,-0.383151577,-0.073402566,-0.005387937,0.005237827,0.004472807,0.003707788,0.002177749
767,-0.006463971,0.004266498,-2.57E-05,0.871024363,-0.418522611,-0.087580588,-0.007670359,0.00474641,0.004604234,0.004462059,0.004177709
768,-0.007253632,0.002743261,-0.001255496,0.712477658,-0.490427579,-0.120259605,-0.014462373,0.003880057,0.00378502,0.003689983,0.003499909
769,-0.00367452,0.003814904,0.000819134,0.6307533,-0.532190751,-0.141613497,-0.020054383,0.003433117,0.003372223,0.00331133,0.003189543
770,-0.006321731,0.002715109,-0.000899627,0.737822582,-0.478153924,-0.114315587,-0.013068054,0.004018858,0.003940116,0.003861374,0.003703889
771,-0.01111342,0.002472473,-0.002961884,0.965880855,-0.380647757,-0.072446357,-0.005248475,0.005265937,0.005078837,0.004891738,0.004517539
772,-0.014548683,0.002393987,-0.004383081,0.82973089,-0.436166648,-0.095120672,-0.009047942,0.004522894,0.004250922,0.003978949,0.003435004
773,-0.015699392,0.002014524,-0.005071042,0.986714692,-0.372799442,-0.069489712,-0.00482882,0.005384813,0.00506784,0.004750867,0.004116921
774,-0.016859062,0.002742215,-0.005098296,1.0347676,-0.355308945,-0.063122223,-0.003984415,0.005647095,0.005255024,0.004862954,0.004078813
775,-0.003663774,0.002884195,0.000265007,0.610797387,-0.542917781,-0.147379859,-0.021720823,0.003324905,0.003286359,0.003247814,0.003170722
776,-0.020302145,0.005321675,-0.004927853,1.152002666,-0.316003286,-0.049929038,-0.002492909,0.006295426,0.005617009,0.004938592,0.003581758
777,-0.006223482,0.002236863,-0.001147275,0.603610818,-0.54683355,-0.149513466,-0.022354276,0.003286027,0.003209055,0.003132083,0.002978139
778,-0.011910904,0.002107327,-0.003499965,0.837592431,-0.432751149,-0.093636778,-0.008767846,0.004564425,0.004384347,0.004204268,0.003844111
779,-0.008860391,0.00315135,-0.001653346,0.893347944,-0.409283199,-0.083756369,-0.007015129,0.004867438,0.004728993,0.004590549,0.00431366
780,-0.01152624,0.003259666,-0.002654696,0.783656562,-0.456732882,-0.104302463,-0.010879004,0.004271279,0.003993146,0.003715013,0.003158746
781,-0.007673988,0.002325909,-0.00167405,0.543728981,-0.580579242,-0.168536128,-0.028404426,0.002959517,0.002829907,0.002700297,0.002441078
782,-0.006577786,0.002134584,-0.001350364,0.724693774,-0.484472905,-0.117356998,-0.013772665,0.00394614,0.003881148,0.003816157,0.003686173
783,-0.011243451,0.004262194,-0.001940064,0.782157167,-0.457418219,-0.104615713,-0.010944447,0.004264663,0.003920901,0.00357714,0.002889618
784,-0.019515135,0.004724479,-0.004971367,1.004199995,-0.36633759,-0.067101615,-0.004502627,0.005480868,0.004864922,0.004248977,0.003017086
785,-0.016249572,0.003460443,-0.004423563,0.952810185,-0.385655735,-0.074365173,-0.005530179,0.005195035,0.004818916,0.004442798,0.003690562
786,-0.003893783,0.004000528,0.000842803,0.646127028,-0.524071566,-0.137325503,-0.018858294,0.003516429,0.003432353,0.003348278,0.003180127
787,-0.008245026,0.003692952,-0.001082239,0.932819866,-0.393442689,-0.077398575,-0.005990539,0.005084972,0.004934306,0.004783639,0.004482305
788,-0.007518056,0.002926879,-0.001251095,0.742346357,-0.475995748,-0.113285976,-0.012833712,0.004042521,0.003932814,0.003823107,0.003603693
789,-0.007453495,0.004091335,-0.000526597,0.7132844,-0.49003209,-0.120065725,-0.014415778,0.003883269,0.003753371,0.003623473,0.003363677
790,-0.009434902,0.003123913,-0.001899613,0.95339416,-0.385430588,-0.074278369,-0.005517276,0.005197262,0.005036612,0.004875962,0.004554662
791,-0.006335904,0.003799476,-0.000254676,0.859126285,-0.423531967,-0.089689663,-0.008044236,0.00468111,0.004575104,0.004469099,0.004257088
792,-0.005285923,0.002870642,-0.000391984,0.687317519,-0.502923344,-0.126465945,-0.015993635,0.00374209,0.003685522,0.003628954,0.003515819
793,-0.009197933,0.002041112,-0.002454506,0.634067781,-0.530429734,-0.140677852,-0.019790258,0.00345158,0.003343826,0.003236072,0.003020564
794,-0.00593525,0.003643599,-0.000187941,0.741278506,-0.476504312,-0.11352818,-0.012888648,0.004036082,0.003944231,0.00385238,0.003668678
795,-0.008587648,0.002725612,-0.001799692,0.812717371,-0.443650863,-0.098413044,-0.009685127,0.004427269,0.004308754,0.004190239,0.003953209
796,-0.022709203,0.001565588,-0.008144328,0.854149042,-0.425645243,-0.090586936,-0.008205993,0.004660584,0.004032446,0.003404307,0.002148029
797,-0.012862911,0.005624346,-0.001770557,1.060526565,-0.346273427,-0.059952643,-0.003594319,0.005784084,0.00538393,0.004983777,0.00418347
798,-0.018591574,-0.000484662,-0.007727427,0.679259536,-0.506992263,-0.128520577,-0.016517539,0.003699178,0.003419721,0.003140264,0.002581349
799,-0.014171301,0.00526245,-0.00251105,1.007883757,-0.364990572,-0.066609059,-0.004436767,0.005498235,0.004994724,0.004491212,0.00348419
800,-0.009526656,0.000813975,-0.003322277,0.502773556,-0.604850744,-0.182922211,-0.033460535,0.00273579,0.002655849,0.002575907,0.002416024
801,-0.016270292,0.004331054,-0.003909484,1.032699911,-0.356044374,-0.063383798,-0.004017506,0.005634307,0.005204948,0.00477559,0.003916872
802,-0.011466594,0.003135477,-0.002705352,0.944943385,-0.388701577,-0.075544458,-0.005706965,0.005150417,0.004940079,0.004729742,0.004309067
803,-0.026802007,0.001336561,-0.009918866,0.924977809,-0.396540218,-0.078622072,-0.00618143,0.005048713,0.00430441,0.003560106,0.002071499
804,-0.026412989,-4.00E-05,-0.010589196,0.880949766,-0.414389152,-0.085859185,-0.0073718,0.004803687,0.004191896,0.003580105,0.002356524
805,-0.007959826,0.004127735,-0.000707289,0.740971203,-0.476650766,-0.113597976,-0.0129045,0.004032827,0.003872208,0.003711588,0.003390348
806,-0.009630995,0.00289752,-0.002113886,0.780744501,-0.458064855,-0.104911706,-0.011006466,0.004252125,0.004116476,0.003980828,0.00370953
807,-0.00711749,0.00542797,0.000409786,0.941409362,-0.390077687,-0.076080301,-0.005788212,0.005132472,0.004871399,0.004610326,0.004088181
808,-0.009700628,0.001452042,-0.003009026,0.713515521,-0.489918847,-0.120010238,-0.014402457,0.003885457,0.003775867,0.003666276,0.003447095
809,-0.0047304,0.004112907,0.000575584,0.629588142,-0.532811198,-0.141943886,-0.020148067,0.003426221,0.003340536,0.003254851,0.003083481
810,-0.003150032,0.003594514,0.000896696,0.655557178,-0.519152722,-0.134759774,-0.018160197,0.003568492,0.003521588,0.003474684,0.003380877
811,-0.015529896,0.005080735,-0.003163517,1.061335082,-0.345993572,-0.059855776,-0.003582714,0.00578795,0.005362711,0.004937472,0.004086994
812,-0.00744278,0.002352456,-0.001565638,0.475886941,-0.621333726,-0.193027799,-0.037259731,0.002588916,0.002507885,0.002426853,0.00226479
813,-0.009274251,0.0008935,-0.0031736,0.585928151,-0.556589023,-0.15489567,-0.023992669,0.003189469,0.003109085,0.003028701,0.002867933
814,-0.023208498,0.000826381,-0.008787571,0.840072582,-0.43167919,-0.093173462,-0.008681294,0.00458089,0.004034294,0.003487697,0.002394504
815,-0.005561592,0.002399168,-0.000785136,0.508479469,-0.601409345,-0.1808466,-0.032705493,0.002766966,0.002716546,0.002666125,0.002565284
816,-0.013824503,0.002767904,-0.003869059,1.07017856,-0.342947275,-0.058806417,-0.003458195,0.005839636,0.005547235,0.005254834,0.004670031
817,-0.018993495,0.006527348,-0.003680989,1.326925165,-0.265291737,-0.035189853,-0.001238326,0.007257403,0.006529075,0.005800748,0.004344092
818,-0.009371591,0.003182092,-0.001839381,0.800381919,-0.44915739,-0.10087118,-0.010174995,0.004359535,0.004225676,0.004091816,0.003824097
819,-0.021516343,0.005905939,-0.005062974,1.25131803,-0.286127424,-0.040934451,-0.001675629,0.006844566,0.005957474,0.005070382,0.003296199
820,-0.00827454,0.00349223,-0.001214478,0.884160139,-0.413060941,-0.085309671,-0.00727774,0.004817219,0.00469228,0.004567341,0.004317463
821,-0.008525041,0.004913361,-0.000462,1.051159788,-0.349532131,-0.061086355,-0.003731543,0.005733371,0.00550238,0.00527139,0.004809408
822,-0.024944147,0.00257383,-0.008433361,0.988757745,-0.372038571,-0.069206349,-0.004789519,0.005397036,0.004668901,0.003940765,0.002484494
823,-0.015290985,0.006733005,-0.002076591,1.270216015,-0.280770964,-0.039416167,-0.001553634,0.006939079,0.006352642,0.005766205,0.00459333
824,-0.011554025,0.003474549,-0.00253688,0.886165704,-0.412233351,-0.084968168,-0.00721959,0.004828566,0.004629803,0.00443104,0.004033514
825,-0.004584468,0.0046508,0.000956692,0.722305452,-0.485631365,-0.117918911,-0.01390487,0.003932107,0.003805668,0.003679228,0.003426349
826,-0.004639666,0.003965371,0.000523356,0.686416877,-0.503376501,-0.126693951,-0.016051357,0.003735575,0.003644785,0.003553994,0.003372414
827,-0.009217901,0.003297667,-0.00170856,0.88472064,-0.412829485,-0.085214092,-0.007261441,0.004822152,0.004673588,0.004525024,0.004227896
828,-0.005711102,0.003218921,-0.000353088,0.678320443,-0.5074686,-0.12876219,-0.016579702,0.003693012,0.003622986,0.00355296,0.003412908
829,-0.007425136,0.003418658,-0.000918859,0.753355341,-0.470784258,-0.110818909,-0.012280831,0.004102987,0.003980677,0.003858367,0.003613748
830,-0.0202522,0.006460377,-0.004224654,1.187863566,-0.304871908,-0.04647344,-0.002159781,0.006492016,0.005665527,0.004839037,0.003186058
831,-0.009251299,0.004506333,-0.00099672,0.893213413,-0.409338264,-0.083778907,-0.007018905,0.004869135,0.00462008,0.004371026,0.003872916
832,-0.01126128,0.003704646,-0.002281724,0.765167966,-0.465255777,-0.108231469,-0.011714051,0.004167498,0.003954417,0.003741335,0.003315172
833,-0.00200024,0.003714173,0.001428408,0.627193003,-0.534088885,-0.142625468,-0.020342024,0.003414023,0.003375531,0.003337038,0.003260053
834,-0.006956565,0.005233591,0.000357529,0.839960591,-0.431727537,-0.093194333,-0.008685184,0.00457508,0.004360297,0.004145514,0.003715947
835,-0.014669808,0.001831292,-0.004769148,0.932633514,-0.393516015,-0.077427427,-0.005995006,0.005086267,0.004817712,0.004549157,0.004012048
836,-0.02479198,0.000597252,-0.009558441,0.998880467,-0.368291525,-0.067819324,-0.004599461,0.00545474,0.004863151,0.004271562,0.003088384
837,-0.007340904,0.003952619,-0.00056479,0.708562227,-0.492351579,-0.121205039,-0.014690661,0.003856676,0.003694352,0.003532027,0.003207377
838,-0.004662596,0.00157389,-0.000920705,0.571970739,-0.564412033,-0.159280472,-0.025370269,0.003113265,0.003083451,0.003053637,0.002994008
839,-0.00680748,0.003930261,-0.000364836,0.655444255,-0.519211349,-0.134790213,-0.018168401,0.003566637,0.003448874,0.003331112,0.003095588
840,-0.003752282,0.003625102,0.000674148,0.598227372,-0.549785338,-0.151131959,-0.022840869,0.003255718,0.003181096,0.003106473,0.002957228
841,-0.008917103,0.002917296,-0.001816463,0.700585103,-0.496294835,-0.123154282,-0.015166977,0.003814525,0.003699412,0.003584298,0.003354072
842,-0.011972996,0.003426352,-0.002733387,0.88933479,-0.410929016,-0.084431328,-0.007128649,0.004849029,0.004584759,0.004320489,0.00379195
843,-0.007819183,0.003030578,-0.001309326,0.716263568,-0.488574374,-0.11935246,-0.01424501,0.003899996,0.003803535,0.003707073,0.00351415
844,-0.008646501,0.000534608,-0.003137835,0.658508164,-0.517622968,-0.133966768,-0.017947095,0.0035853,0.003517527,0.003449754,0.003314209
845,-0.008012535,0.002215125,-0.001875939,0.701507037,-0.495837495,-0.122927411,-0.015111148,0.003820117,0.003730531,0.003640944,0.003461772
846,-0.009142313,0.000923911,-0.003102579,0.540503154,-0.582455114,-0.16962698,-0.028773312,0.002941807,0.002862968,0.002784129,0.002626451
847,-0.015064221,0.005079859,-0.002977773,1.006143165,-0.365626425,-0.066841341,-0.004467765,0.005491456,0.004939112,0.004386768,0.00328208
848,-0.011790492,0.001987932,-0.003523438,0.941267414,-0.390133062,-0.076101903,-0.0057915,0.005132433,0.004938575,0.004744717,0.004357001
849,-0.005553949,0.002617966,-0.0006508,0.696776673,-0.498188543,-0.124095912,-0.015399795,0.003794773,0.003729363,0.003663953,0.003533133
850,-0.003084494,0.002150534,5.65E-05,0.520163772,-0.59442319,-0.176669464,-0.0312121,0.00283084,0.002809385,0.00278793,0.002745021
851,-0.007241415,0.00391445,-0.000547896,0.880975943,-0.414378305,-0.08585469,-0.007371028,0.004799637,0.004670263,0.00454089,0.004282143
852,-0.020734307,0.000688283,-0.007880753,0.795803158,-0.451218689,-0.101799153,-0.010363068,0.004337132,0.003950577,0.003564021,0.00279091
853,-0.006225671,0.003221874,-0.000557144,0.621816232,-0.536968292,-0.144167474,-0.02078426,0.003384433,0.003273975,0.003163517,0.002942601
854,-0.01202111,0.001145964,-0.004120866,0.723417369,-0.485091683,-0.11765697,-0.013843163,0.003939313,0.003799351,0.00365939,0.003379466
855,-0.016007333,0.000547851,-0.006074223,0.854875328,-0.425336215,-0.090455448,-0.008182188,0.004660448,0.004411151,0.004161855,0.003663261
856,-0.019345239,-0.000591022,-0.008092709,0.646485733,-0.523883612,-0.13722702,-0.018831255,0.003522195,0.003221191,0.002920188,0.002318181
857,-0.007758787,0.003136223,-0.001221781,0.741515982,-0.476391167,-0.113474272,-0.01287641,0.004037847,0.003920883,0.003803918,0.003569989
858,-0.00423087,0.003889923,0.000641606,0.722389931,-0.485590341,-0.117898989,-0.013900172,0.003932633,0.003855701,0.003778768,0.003624903
859,-0.005400524,0.003278939,-0.000192846,0.645470867,-0.524415554,-0.137505837,-0.018907855,0.00351341,0.00343805,0.003362689,0.003211969
860,-0.008970336,0.003864055,-0.001269702,0.903434624,-0.405175641,-0.08208365,-0.006737726,0.004922553,0.004750735,0.004578917,0.004235281
861,-0.005895846,0.002513134,-0.000850458,0.668086422,-0.51268871,-0.131424857,-0.017272493,0.003637284,0.003576347,0.003515411,0.003393538
862,-0.007257307,0.004869133,1.86E-05,0.830432069,-0.435860924,-0.094987372,-0.009022601,0.004523729,0.004324573,0.004125417,0.003727105
863,-0.014382929,0.003674213,-0.003548644,1.019436806,-0.360798082,-0.065087628,-0.004236399,0.00555688,0.005233412,0.004909945,0.00426301
864,-0.016219107,0.005000714,-0.003487215,1.089021857,-0.336545522,-0.056631444,-0.00320712,0.005945559,0.005403728,0.004861897,0.003778234
865,-0.030128017,-0.000103738,-0.012113449,0.901011455,-0.406158641,-0.082482421,-0.00680335,0.004920747,0.00411829,0.003315833,0.001710919
866,-0.014198948,0.00322231,-0.003746193,0.966985733,-0.380227419,-0.072286445,-0.00522533,0.005271004,0.004978913,0.004686821,0.004102638
867,-0.012595162,0.001199994,-0.004318068,0.80764124,-0.445908618,-0.099417248,-0.009883789,0.004401481,0.004233715,0.00406595,0.003730418
868,-0.00618376,0.003200309,-0.000553319,0.781293337,-0.457813521,-0.10479661,-0.010982329,0.004255471,0.004173317,0.004091164,0.003926857
869,-0.006563364,0.004564151,0.000113145,0.866548806,-0.42039993,-0.088368051,-0.007808912,0.004720416,0.004582948,0.004445481,0.004170547
870,-0.022246153,0.000141351,-0.008813651,0.807191038,-0.446109412,-0.099506804,-0.009901604,0.004397886,0.003961766,0.003525646,0.002653406
871,-0.007195602,0.002127294,-0.001601865,0.730998408,-0.481428088,-0.115886502,-0.013429681,0.003980563,0.003907868,0.003835172,0.003689781
872,-0.01933553,0.000662225,-0.007336877,0.846382239,-0.428964017,-0.092005064,-0.008464932,0.004611826,0.004274427,0.003937028,0.00326223
873,-0.020765382,0.006181517,-0.004597243,1.203331204,-0.300192542,-0.045057781,-0.002030204,0.006582207,0.005720158,0.004858108,0.003134008
874,-0.01168289,0.001113815,-0.004004867,0.711871404,-0.490724993,-0.120405509,-0.014497487,0.003876259,0.003736104,0.003595949,0.003315639
