folio,CPTUtility_225,CPTUtility_100,CPTUtility_150,crraUtility_1,crraUtility_2,crraUtility_3,crraUtility_5,quadUtility_1,quadUtility_2,quadUtility_3,quadUtility_5
3894,-0.015173848,0.00320931,-0.004143953,0.799297311,-0.449644813,-0.101090229,-0.010219234,0.004356175,0.003960015,0.003563855,0.002771534
3895,-0.009894109,0.003817204,-0.001667322,0.876603127,-0.416194272,-0.086608836,-0.007501091,0.004775993,0.004589979,0.004403965,0.004031936
3896,-0.030950324,0.000512106,-0.012072866,0.963010622,-0.381741874,-0.072863429,-0.005309079,0.005262781,0.004282637,0.003302492,0.001342203
3897,-0.00662076,0.002872394,-0.000924867,0.629383495,-0.532920248,-0.142001995,-0.020164567,0.003426004,0.003351781,0.003277558,0.003129111
3898,-0.007111007,0.002638344,-0.001261396,0.530128772,-0.588529179,-0.173183297,-0.029992454,0.002884479,0.002804733,0.002724986,0.002565493
3899,-0.021779138,0.003219672,-0.006779852,0.971078868,-0.378674278,-0.071697104,-0.005140475,0.005302631,0.004671516,0.004040401,0.002778171
3900,-0.010905031,0.002317577,-0.002971466,0.836450604,-0.433245558,-0.093850857,-0.008807983,0.004557312,0.004388273,0.004219233,0.003881155
3901,-0.029315489,-0.000916033,-0.012275815,0.73639687,-0.47883612,-0.114642015,-0.013142792,0.004015017,0.003340122,0.002665227,0.001315437
3902,-0.010835491,0.001516745,-0.003424149,0.822244431,-0.439444244,-0.096555622,-0.009322988,0.004478873,0.004346541,0.00421421,0.003949547
3903,-0.005825909,0.002996408,-0.000532519,0.694327459,-0.499410209,-0.124705278,-0.015551406,0.003780267,0.003712122,0.003643977,0.003507688
3904,-0.009399666,0.000975884,-0.003174336,0.514085284,-0.598047388,-0.178830339,-0.03198029,0.002797891,0.002717748,0.002637606,0.002477321
3905,-0.01288921,0.005438947,-0.001892316,1.04532508,-0.35157751,-0.061803373,-0.003819657,0.005698344,0.005356906,0.005015467,0.00433259
3906,-0.005576086,0.003386185,-0.000198723,0.613558442,-0.541420822,-0.146568253,-0.021482253,0.003339463,0.003262426,0.003185388,0.003031314
3907,-0.009326303,0.001966445,-0.002550654,0.748233135,-0.473201898,-0.111960018,-0.012535046,0.004075484,0.003964844,0.003854203,0.003632921
3908,-0.00723116,0.002043781,-0.001666196,0.655669599,-0.519094361,-0.134729478,-0.018152032,0.003569332,0.003496545,0.003423758,0.003278185
3909,-0.006938395,0.003714005,-0.000546955,0.818844658,-0.440940798,-0.097214393,-0.009450638,0.004460664,0.004351563,0.004242462,0.00402426
3910,-0.012104444,0.002412318,-0.003394387,0.745820222,-0.474345072,-0.112501624,-0.012656615,0.004063908,0.003835096,0.003606283,0.003148659
3911,-0.025681178,-0.000896166,-0.010810171,0.659997573,-0.516852589,-0.133568299,-0.017840491,0.003595397,0.003100334,0.002605271,0.001615146
3912,-0.017806823,0.006178709,-0.003415504,1.09515604,-0.33448741,-0.055940914,-0.003129386,0.005986098,0.005213314,0.004440529,0.00289496
3913,-0.02020318,-0.000133735,-0.008161513,0.810794062,-0.444504962,-0.09879233,-0.009759925,0.004417496,0.004060642,0.003703788,0.002990079
3914,-0.002306692,0.003507639,0.001181906,0.667563287,-0.512956985,-0.131562434,-0.017308674,0.003634254,0.003597888,0.003561522,0.003488791
3915,-0.017274572,0.000884311,-0.006379242,0.823133064,-0.439053913,-0.096384169,-0.009289908,0.004486799,0.004184801,0.003882803,0.003278807
3916,-0.015055515,0.000135098,-0.005941147,0.492630971,-0.61101671,-0.18667071,-0.034845954,0.002681602,0.002494054,0.002306505,0.001931408
3917,-0.008356891,0.003172313,-0.001439368,0.783774816,-0.456678875,-0.104277797,-0.010873859,0.004269153,0.004153752,0.004038351,0.003807549
3918,-0.015789656,0.001841418,-0.005211012,1.050764877,-0.349670192,-0.061134622,-0.003737442,0.005733834,0.005412416,0.005090998,0.004448163
3919,-0.010421396,0.001968782,-0.002987289,0.731515996,-0.481178971,-0.115766601,-0.013401906,0.003984282,0.003849896,0.003715509,0.003446737
3920,-0.013949725,0.002022863,-0.004366172,0.889017863,-0.411059271,-0.084484862,-0.007137692,0.004848287,0.00458434,0.004320393,0.003792499
3921,-0.004758807,0.004314339,0.000685081,0.630554498,-0.532296562,-0.141669815,-0.020070336,0.003431216,0.003334432,0.003237648,0.003044079
3922,-0.015257697,0.000160673,-0.006006675,0.768015944,-0.463932624,-0.10761674,-0.011581363,0.004182882,0.003971964,0.003761045,0.003339207
3923,-0.015347293,0.003520487,-0.004026625,0.967152993,-0.380163828,-0.072262268,-0.005221835,0.005276324,0.004858705,0.004441085,0.003605846
3924,-0.002894757,0.002886998,0.000574296,0.601370581,-0.548059961,-0.15018486,-0.022555492,0.003273555,0.003236877,0.003200199,0.003126842
3925,-0.007491647,0.002793827,-0.001320363,0.598671199,-0.549541382,-0.150997865,-0.022800355,0.003259656,0.003126887,0.002994118,0.00272858
3926,-0.004137987,0.003400903,0.000385347,0.582819895,-0.558321736,-0.15586158,-0.024292832,0.003172047,0.003113858,0.00305567,0.002939294
3927,-0.015842904,0.002286314,-0.004965373,0.818416264,-0.441129735,-0.097297721,-0.009466847,0.004461438,0.004137374,0.003813311,0.003165183
3928,-0.006863103,0.004080728,-0.000296804,0.904172431,-0.40487681,-0.081962616,-0.00671787,0.004927124,0.00480638,0.004685636,0.004444149
3929,-0.007240512,0.002529463,-0.001378527,0.641536497,-0.526482863,-0.138592102,-0.019207771,0.003492502,0.003416887,0.003341271,0.003190039
3930,-0.017434506,0.005222099,-0.003840543,1.060567087,-0.346259395,-0.059947784,-0.003593737,0.005787291,0.005217563,0.004647835,0.003508379
3931,-0.018278405,-0.000771466,-0.007774241,0.687277855,-0.502943292,-0.126475977,-0.015996173,0.003743081,0.003481479,0.003219877,0.002696673
3932,-0.013158467,0.002450978,-0.0037928,0.876959429,-0.416046008,-0.08654714,-0.007490407,0.004780471,0.004531816,0.004283161,0.00378585
3933,-0.013203215,0.002251877,-0.00393016,0.95507603,-0.384782888,-0.074028936,-0.005480283,0.005208134,0.004970812,0.00473349,0.004258846
3934,-0.019776772,0.00626357,-0.004152567,1.197291845,-0.302010998,-0.045605321,-0.002079845,0.006538615,0.005812671,0.005086727,0.003634839
3935,-0.02498039,0.000722359,-0.00955874,0.843472266,-0.430214109,-0.09254209,-0.008564038,0.004601102,0.003992344,0.003383586,0.00216607
3936,-0.003620627,0.001428113,-0.000591383,0.490741389,-0.612172368,-0.187377504,-0.035110329,0.002670589,0.002649317,0.002628046,0.002585503
3937,-0.006544574,0.004660488,0.000178463,0.901274308,-0.406051895,-0.082439071,-0.0067962,0.004910657,0.004764902,0.004619147,0.004327638
3938,-0.005678414,0.003209629,-0.000345588,0.696458539,-0.498347059,-0.124174896,-0.015419405,0.003792536,0.003703813,0.003615089,0.003437641
3939,-0.005517762,0.003355187,-0.000193993,0.767104383,-0.46435572,-0.107813117,-0.011623668,0.004177601,0.004108379,0.004039156,0.003900711
3940,-0.011124757,0.004696767,-0.001631843,0.995341896,-0.369597059,-0.068300993,-0.004665026,0.005427584,0.005136075,0.004844566,0.004261548
3941,-0.018802602,0.003378993,-0.005493645,1.004257705,-0.366316449,-0.06709387,-0.004501587,0.005478704,0.004985201,0.004491698,0.003504693
3942,-0.014530701,0.00531735,-0.002621871,1.023839222,-0.35921319,-0.064517058,-0.004162451,0.005582727,0.005171515,0.004760303,0.003937878
3943,-0.010771994,0.00383038,-0.00201057,0.982174236,-0.37449597,-0.070123616,-0.004917322,0.005355942,0.005145924,0.004935905,0.004515868
3944,-0.017235901,0.000746537,-0.006446438,0.765827992,-0.464948797,-0.108088692,-0.011683165,0.004173425,0.003898213,0.003623001,0.003072577
3945,-0.010704423,0.003830567,-0.001983429,0.933286342,-0.3932592,-0.077326399,-0.005979372,0.005085898,0.004891979,0.004698061,0.004310223
3946,-0.016027958,0.004399603,-0.003771421,1.029253151,-0.35727369,-0.063822245,-0.004073279,0.005616789,0.005178414,0.004740039,0.003863288
3947,-0.005244518,0.004046708,0.000330217,0.66694661,-0.513273411,-0.131724797,-0.017351422,0.00362928,0.003527768,0.003426256,0.003223233
3948,-0.018845711,0.00133438,-0.006737657,0.8563192,-0.424722528,-0.090194613,-0.008135068,0.004668629,0.004273643,0.003878658,0.003088688
3949,-0.005533075,0.003864516,0.00010548,0.701977857,-0.4956041,-0.122811712,-0.015082717,0.003823009,0.003687291,0.003551573,0.003280138
3950,-0.016707928,0.003122628,-0.004809594,0.900449882,-0.406386793,-0.082575113,-0.006818649,0.004910748,0.004514533,0.004118318,0.003325888
3951,-0.033300361,0.003004611,-0.011517378,0.969141857,-0.379408485,-0.071975399,-0.005180458,0.00531153,0.003931252,0.002550974,-0.000209581
3952,-0.014898953,0.002148202,-0.00467066,0.886238706,-0.412203258,-0.084955763,-0.007217482,0.00482971,0.004550492,0.004271274,0.003712839
3953,-0.007308267,0.004465745,-0.00024386,0.999581232,-0.36803353,-0.067724339,-0.004586586,0.005450022,0.005290752,0.005131483,0.004812944
3954,-0.005214464,0.003743921,0.000160567,0.735944695,-0.479052686,-0.114745738,-0.013166584,0.004007129,0.003935581,0.003864033,0.003720937
3955,-0.004553938,0.003511368,0.000285245,0.64969125,-0.522206983,-0.136350067,-0.018591341,0.003536647,0.00347549,0.003414332,0.003292017
3956,-0.017540465,0.0026686,-0.005415026,0.991167068,-0.371143289,-0.06887367,-0.004743582,0.005408054,0.00500354,0.004599027,0.00379
3957,-0.020030466,0.004896064,-0.005074548,1.069496149,-0.343181386,-0.058886732,-0.003467647,0.005841748,0.005202934,0.004564119,0.00328649
3958,-0.013537123,0.004404161,-0.002772352,1.017662382,-0.361438859,-0.065319025,-0.004266575,0.00554806,0.005237971,0.004927882,0.004307704
3959,-0.003547055,0.004074615,0.001025947,0.70672037,-0.493259255,-0.121652346,-0.014799293,0.003847344,0.003774302,0.00370126,0.003555176
3960,-0.021885137,0.003659215,-0.006558526,1.073919995,-0.341666558,-0.058368018,-0.003406826,0.005865769,0.005199249,0.004532728,0.003199687
3961,-0.007240131,0.002232725,-0.001556417,0.665953206,-0.513783553,-0.13198677,-0.017420507,0.00362562,0.003550412,0.003475204,0.003324788
3962,-0.015348451,0.004275217,-0.00357425,0.946563622,-0.388072298,-0.075300054,-0.005670098,0.005161547,0.004777614,0.00439368,0.003625814
3963,-0.015125078,0.000228837,-0.005912729,0.72950942,-0.482145463,-0.116232124,-0.013509907,0.003973623,0.003770201,0.003566779,0.003159934
3964,-0.013049329,0.001292812,-0.004444045,0.699941357,-0.496614426,-0.123312944,-0.015206082,0.00381205,0.003644812,0.003477575,0.003143101
3965,-0.024090607,0.006694727,-0.005619406,1.244667966,-0.28803653,-0.041482521,-0.0017208,0.006816316,0.00573284,0.004649364,0.002482413
3966,-0.00966082,0.003142076,-0.001979082,0.884373859,-0.412972672,-0.085273214,-0.007271521,0.004820423,0.004665219,0.004510015,0.004199606
3967,-0.012585707,0.001994922,-0.00383733,0.581209451,-0.559221606,-0.156364403,-0.024449826,0.003164657,0.002978993,0.002793328,0.002421998
3968,-0.004505116,0.00428147,0.000766836,0.848363416,-0.428115005,-0.091641229,-0.008398115,0.004621436,0.004541195,0.004460954,0.004300472
3969,-0.005354268,0.003686323,7.01E-05,0.890188239,-0.410578458,-0.084287335,-0.007104355,0.004850712,0.004759203,0.004667694,0.004484676
3970,-0.015480164,0.005237949,-0.003049296,1.068607207,-0.34348659,-0.058991519,-0.003479999,0.005827562,0.005354715,0.004881868,0.003936174
3971,-0.007635521,0.003003091,-0.001252354,0.763920482,-0.465836538,-0.10850184,-0.011772649,0.004160343,0.004051593,0.003942843,0.003725344
3972,-0.008973784,0.002726155,-0.00195382,0.571781236,-0.564519001,-0.159340851,-0.025389507,0.003111173,0.00298428,0.002857388,0.002603604
3973,-0.014135307,0.004225237,-0.00311898,0.956709231,-0.384154973,-0.073787522,-0.005444598,0.005216418,0.004815524,0.004414631,0.003612845
3974,-0.012208868,0.004960641,-0.001907162,0.992068686,-0.37080881,-0.068749587,-0.004726506,0.005408044,0.005090051,0.004772058,0.004136071
3975,-0.018271227,0.004109129,-0.004843013,1.060716608,-0.346207626,-0.05992986,-0.003591588,0.00578881,0.005300108,0.004811407,0.003834004
3976,-0.012938014,0.001146626,-0.00448723,0.734717668,-0.479640858,-0.115027676,-0.013231366,0.00400291,0.00383098,0.003659051,0.003315192
3977,-0.009562832,0.002377283,-0.002398763,0.656621251,-0.518600599,-0.134473291,-0.018083066,0.003574749,0.003451382,0.003328015,0.003081282
3978,-0.004325153,0.003239978,0.000213925,0.702162325,-0.495512685,-0.122766411,-0.015071592,0.003822861,0.003769171,0.003715481,0.003608102
3979,-0.005668492,0.003187034,-0.000355176,0.653579187,-0.520180617,-0.135293937,-0.018304449,0.00355791,0.003492565,0.003427219,0.003296528
3980,-0.007361575,0.003737054,-0.000702398,0.950940412,-0.386377499,-0.074643786,-0.005571695,0.005183259,0.00504698,0.004910702,0.004638146
3981,-0.019706118,0.004937566,-0.004919908,1.125410257,-0.324519304,-0.052656389,-0.002772695,0.006146257,0.005522731,0.004899204,0.00365215
3982,-0.008318645,0.002738998,-0.001684059,0.67066211,-0.511369882,-0.130749578,-0.017095452,0.003651316,0.003541967,0.003432618,0.00321392
3983,-0.015243027,0.005640776,-0.002712745,1.10046715,-0.332715619,-0.055349842,-0.003063605,0.006001131,0.005541181,0.00508123,0.00416133
3984,-0.005228478,0.00313547,-0.000210109,0.716582891,-0.488418387,-0.11927626,-0.014226826,0.003902066,0.003834647,0.003767227,0.003632388
3985,-0.023030614,0.003721801,-0.006979165,1.001483766,-0.367333999,-0.067467133,-0.004551814,0.005471789,0.004671348,0.003870907,0.002270025
3986,-0.017244121,0.001111508,-0.006230744,0.885201009,-0.412631222,-0.085132263,-0.007247502,0.004824291,0.004509332,0.004194372,0.003564453
3987,-0.002918455,0.002460788,0.000309091,0.587007355,-0.555988674,-0.154561703,-0.02388932,0.003195203,0.003168726,0.003142249,0.003089294
3988,-0.004030996,0.00325191,0.000338748,0.648388384,-0.522887792,-0.136705822,-0.018688482,0.003529555,0.003477405,0.003425254,0.003320954
3989,-0.020920228,0.005272998,-0.005204292,1.10880285,-0.329953729,-0.054434732,-0.00296314,0.006056541,0.005278249,0.004499957,0.002943373
3990,-0.003541959,0.003318585,0.000574368,0.62242596,-0.536640988,-0.143991775,-0.020733631,0.003387817,0.00333918,0.003290543,0.003193269
3991,-0.006741111,0.002226474,-0.00136056,0.65675857,-0.51852939,-0.134436364,-0.018073136,0.003575142,0.003502453,0.003429763,0.003284385
3992,-0.011793646,0.00140863,-0.00387228,0.755322228,-0.469859189,-0.110383829,-0.01218459,0.004114749,0.003967171,0.003819594,0.003524439
3993,-0.015984728,0.004783116,-0.003524022,0.979598675,-0.375461751,-0.070485763,-0.004968243,0.005343118,0.004902533,0.004461948,0.003580778
3994,-0.004139809,0.002906672,8.81E-05,0.62426217,-0.535656506,-0.143463946,-0.020581904,0.003398198,0.003353268,0.003308337,0.003218476
3995,-0.01377041,0.002811305,-0.003821381,0.942353086,-0.389709735,-0.075936839,-0.005766403,0.005136659,0.004886206,0.004635753,0.004134846
3996,-0.020614191,0.005973338,-0.004661673,1.205329029,-0.299593408,-0.044878105,-0.002014044,0.006595067,0.005744604,0.004894142,0.003193218
3997,-0.015369925,0.00534441,-0.002941324,1.036045216,-0.354855287,-0.062961137,-0.003964105,0.00565283,0.005114607,0.004576385,0.00349994
3998,-0.015865501,0.001826906,-0.005250057,0.830472626,-0.435843247,-0.094979668,-0.009021137,0.004526396,0.004221045,0.003915694,0.003304992
3999,-0.013748274,0.005589717,-0.00214548,1.066310333,-0.344276442,-0.059263134,-0.003512119,0.005813592,0.005428185,0.005042777,0.004271963
4000,-0.034161603,-0.000430662,-0.013923039,0.860688176,-0.422870972,-0.08940993,-0.007994136,0.004702773,0.003675807,0.002648841,0.000594908
4001,-0.021882918,0.000727484,-0.008316677,0.793493992,-0.452261832,-0.102270383,-0.010459231,0.004322546,0.003886995,0.003451444,0.002580341
4002,-0.004759809,0.00175884,-0.00084862,0.491534168,-0.611687243,-0.187080642,-0.034999167,0.002674834,0.002641707,0.00260858,0.002542326
4003,-0.027170244,0.005294684,-0.007691288,1.146528965,-0.317737736,-0.050478635,-0.002548093,0.006277809,0.005080443,0.003883077,0.001488345
4004,-0.017455127,0.000306953,-0.006797879,0.750914412,-0.471934813,-0.111361234,-0.012401324,0.004093452,0.003815778,0.003538104,0.002982757
4005,-0.016183217,0.004277241,-0.003906942,0.922686094,-0.397450018,-0.078983258,-0.006238355,0.00503376,0.004602311,0.004170861,0.003307961
4006,-0.004325071,0.004364641,0.000888756,0.812304831,-0.443833924,-0.098494276,-0.009701122,0.004424108,0.004343718,0.004263328,0.004102547
4007,-0.021340491,0.007316035,-0.004146575,1.359153392,-0.25687816,-0.032993195,-0.001088551,0.007437297,0.006476505,0.005515714,0.00359413
4008,-0.014457224,0.001059437,-0.005147227,0.796271587,-0.451007375,-0.101703826,-0.010343668,0.004337399,0.004135247,0.003933095,0.003528791
4009,-0.014807996,0.005440685,-0.002658787,1.057296131,-0.347393849,-0.060341243,-0.003641066,0.005764811,0.005341026,0.004917242,0.004069672
4010,-0.019644866,0.001999161,-0.00665845,0.817717572,-0.441438056,-0.097433779,-0.009493341,0.004456113,0.004018492,0.003580871,0.002705629
4011,-0.0044924,0.001570066,-0.000854921,0.469618361,-0.625240839,-0.195463053,-0.038205805,0.002555333,0.002527348,0.002499363,0.002443394
4012,-0.02260503,0.001588172,-0.008089109,0.888996928,-0.411067877,-0.0844884,-0.00713829,0.004850344,0.004335315,0.003820285,0.002790225
4013,-0.018479018,0.002588064,-0.005838769,0.931911242,-0.393800343,-0.077539355,-0.006012352,0.005082003,0.004647106,0.004212209,0.003342415
4014,-0.022844976,0.000391678,-0.008902984,0.780058005,-0.458379422,-0.105055847,-0.011036731,0.004249233,0.003786512,0.00332379,0.002398347
4015,-0.006517818,0.003916402,-0.000257286,0.824645068,-0.438390564,-0.096093143,-0.009233892,0.004491564,0.004391366,0.004291168,0.004090773
4016,-0.003140883,0.003638613,0.000926815,0.673509351,-0.50991596,-0.130007143,-0.016901857,0.003666586,0.003619344,0.003572102,0.003477618
4017,-0.007334643,0.003666102,-0.000734196,0.782948224,-0.457056518,-0.10445033,-0.010909872,0.004263713,0.004156617,0.004049521,0.003835328
4018,-0.006647296,0.002577325,-0.001112524,0.600615877,-0.54847374,-0.150411722,-0.022623686,0.003269157,0.003199353,0.003129549,0.002989941
4019,-0.017076371,0.001570995,-0.005887952,0.882470811,-0.413759327,-0.08559839,-0.007327084,0.004813268,0.004482731,0.004152195,0.003491121
4020,-0.009650934,0.003188081,-0.001947525,0.896162148,-0.408133012,-0.083286278,-0.006936604,0.004884827,0.004734705,0.004584583,0.004284338
4021,-0.005739327,0.004198096,0.000223126,0.693098821,-0.500024181,-0.125012091,-0.015628023,0.003772389,0.003633239,0.00349409,0.003215791
4022,-0.024021583,0.003193284,-0.007692663,1.034399627,-0.355439713,-0.063168695,-0.003990284,0.005649402,0.00490754,0.004165679,0.002681955
4023,-0.024733748,0.00658578,-0.005942031,1.226079587,-0.293440735,-0.043053732,-0.001853624,0.006716581,0.005597724,0.004478868,0.002241155
4024,-0.012264545,0.001084382,-0.004255189,0.763392215,-0.46608269,-0.108616537,-0.011797552,0.00415913,0.004004256,0.003849382,0.003539634
4025,-0.004372265,0.003017081,6.13E-05,0.563020273,-0.569486459,-0.162157414,-0.026295027,0.003064129,0.003014213,0.002964297,0.002864466
4026,-0.009593484,0.005077024,-0.000791179,1.118569237,-0.326746958,-0.053381787,-0.002849615,0.006103201,0.005828232,0.005553263,0.005003325
4027,-0.001157886,0.001897912,0.000675593,0.418406029,-0.658094969,-0.216544494,-0.046891518,0.002276454,0.002268015,0.002259576,0.002242699
4028,-0.0090918,0.001987813,-0.002444032,0.75375124,-0.470597912,-0.110731197,-0.012261398,0.004106074,0.003992367,0.00387866,0.003651246
4029,-0.007553635,0.003323877,-0.001027128,0.895897882,-0.408240882,-0.083330309,-0.00694394,0.004881944,0.004743444,0.004604945,0.004327946
4030,-0.003184211,0.003546444,0.000854182,0.606081625,-0.545484098,-0.148776451,-0.022134432,0.003298887,0.00324964,0.003200393,0.003101898
4031,-0.028931252,0.002424088,-0.010118048,1.017628598,-0.36145107,-0.065323438,-0.004267152,0.005561932,0.004603551,0.00364517,0.001728407
4032,-0.004769194,0.003922761,0.000445979,0.658856001,-0.51744295,-0.133873603,-0.017922142,0.003585825,0.003478014,0.003370203,0.003154581
4033,-0.007550296,0.003833312,-0.000720131,0.672959379,-0.510196477,-0.130150223,-0.01693908,0.003662747,0.003538643,0.003414538,0.00316633
4034,-0.010038174,0.002081971,-0.002766087,0.785134275,-0.45605846,-0.10399466,-0.010814889,0.004276854,0.004147125,0.004017397,0.003757939
4035,-0.010530354,0.002143905,-0.002925799,0.860920492,-0.422772744,-0.089368397,-0.00798671,0.004692337,0.004539853,0.004387369,0.004082402
4036,-0.020070747,-0.000465265,-0.008307457,0.661595094,-0.516027565,-0.133142224,-0.017726852,0.003602865,0.003298628,0.002994391,0.002385916
4037,-0.007417959,0.00339441,-0.000930538,0.862904535,-0.421934776,-0.089014478,-0.007923577,0.004701014,0.004588446,0.004475879,0.004250744
4038,-0.006213362,0.00397406,-0.000100909,0.795541231,-0.451336891,-0.101852495,-0.010373931,0.004332622,0.00422909,0.004125558,0.003918494
4039,-0.016191437,0.004481304,-0.003787792,1.056951439,-0.347513614,-0.060382856,-0.003646089,0.005765392,0.005360266,0.00495514,0.004144887
4040,-0.015973733,0.002227596,-0.005052935,0.847782008,-0.428363987,-0.091747853,-0.008417668,0.004620957,0.004309237,0.003997518,0.003374079
4041,-0.016279953,0.006292172,-0.002736678,1.205282042,-0.299607486,-0.044882323,-0.002014423,0.006578522,0.00601787,0.005457218,0.004335913
4042,-0.008600517,0.003331132,-0.001441527,0.838163967,-0.432503886,-0.093529806,-0.008747825,0.00456634,0.004420235,0.004274129,0.003981917
4043,-0.017082532,0.002819662,-0.005141216,0.940657721,-0.390370996,-0.076194757,-0.005805641,0.005129025,0.004743233,0.004357441,0.003585857
4044,-0.006403859,0.002898763,-0.000822286,0.697189732,-0.497982804,-0.123993437,-0.015374372,0.003796161,0.003725731,0.003655301,0.00351444
4045,-0.016317748,0.001892522,-0.005391586,0.896696894,-0.407914823,-0.083197251,-0.006921783,0.004887761,0.00456593,0.004244098,0.003600434
4046,-0.007953714,0.004101436,-0.000720624,0.814299467,-0.442949519,-0.098102138,-0.00962403,0.004435055,0.004262684,0.004090313,0.003745572
4047,-0.015818733,6.66E-05,-0.006287551,0.723493521,-0.485054744,-0.117639052,-0.013838947,0.003941163,0.003720091,0.003499019,0.003056876
4048,-0.017165256,0.000805854,-0.00638259,0.821452222,-0.439792514,-0.096708728,-0.009352578,0.004474909,0.004203048,0.003931187,0.003387465
4049,-0.023167152,0.001333754,-0.008466608,0.87030641,-0.418823198,-0.087706436,-0.007692419,0.004746496,0.004186354,0.003626212,0.002505928
4050,-0.005300995,0.003600652,4.00E-05,0.825510176,-0.438011472,-0.095927025,-0.009201994,0.004496657,0.004413888,0.004331119,0.00416558
4051,-0.008528067,0.003321966,-0.001418047,0.962217442,-0.382044784,-0.072979108,-0.00532595,0.005246093,0.005085134,0.004924175,0.004602256
4052,-0.012343199,0.003354567,-0.002924539,1.038994113,-0.353810396,-0.062590898,-0.003917621,0.005667679,0.005394342,0.005121005,0.004574332
4053,-0.008920091,0.002130314,-0.002289848,0.715177633,-0.489105223,-0.11961196,-0.014307021,0.003894782,0.003796906,0.00369903,0.003503278
4054,-0.010654548,0.002528327,-0.002744823,0.822793649,-0.43920296,-0.09644962,-0.009302529,0.004482022,0.004310918,0.004139815,0.003797607
4055,-0.009963058,0.003230781,-0.002046754,0.730645205,-0.48159816,-0.115968394,-0.013448668,0.003979969,0.003781587,0.003583205,0.003186441
4056,-0.020363484,0.001041587,-0.007520441,0.867143579,-0.420149962,-0.088262995,-0.007790356,0.004730175,0.004284074,0.003837974,0.002945772
4057,-0.008692407,0.003180506,-0.001568659,0.731918328,-0.480985417,-0.115673485,-0.013380355,0.00398614,0.003824974,0.003663807,0.003341473
4058,-0.017599167,0.000394464,-0.006802988,0.77140531,-0.462362848,-0.106889702,-0.011425408,0.004204033,0.003903452,0.00360287,0.003001708
4059,-0.004957144,0.00336835,3.82E-05,0.650250004,-0.52191528,-0.13619778,-0.018549835,0.003539732,0.00347739,0.003415047,0.003290362
4060,-0.005350593,0.004360049,0.000475792,0.919024552,-0.398907965,-0.079563782,-0.006330395,0.005008717,0.004893199,0.00477768,0.004546644
4061,-0.010200502,0.001802016,-0.002998991,0.749953745,-0.472388402,-0.111575401,-0.01244907,0.004084281,0.003957706,0.003831132,0.003577983
4062,-0.017184285,0.00312085,-0.005001204,0.953456948,-0.385406388,-0.074269042,-0.005515891,0.005198991,0.004788158,0.004377325,0.003555658
4063,-0.008697925,0.004177688,-0.000972557,0.900193807,-0.406490871,-0.082617414,-0.006825637,0.00490497,0.004734421,0.004563872,0.004222773
4064,-0.013680567,0.006382867,-0.001642507,1.19651167,-0.302246711,-0.045676537,-0.002086346,0.006530381,0.006056889,0.005583398,0.004636415
4065,-0.009088624,0.002442982,-0.00216966,0.742642057,-0.475855017,-0.113218999,-0.012818542,0.004044359,0.003936395,0.003828432,0.003612504
4066,-0.017770037,0.005054116,-0.004075545,1.075570823,-0.34110299,-0.058175625,-0.003384403,0.005873785,0.005255332,0.004636879,0.003399972
4067,-0.006941249,0.002989576,-0.000982754,0.722461569,-0.485555555,-0.117882099,-0.013896189,0.003934102,0.00384495,0.003755797,0.003577492
4068,-0.023558574,0.001080126,-0.008775354,0.781894585,-0.457538344,-0.104670668,-0.010955949,0.004266858,0.003660581,0.003054304,0.001841751
4069,-0.026786839,0.000219421,-0.010583083,0.940474751,-0.390442429,-0.076222645,-0.005809892,0.005133016,0.004435253,0.00373749,0.002341964
4070,-0.016130777,0.000592423,-0.006096857,0.782275,-0.457364323,-0.104591062,-0.01093929,0.004262446,0.004017776,0.003773106,0.003283765
4071,-0.021193456,0.005553788,-0.00514511,1.098235383,-0.333458992,-0.05559745,-0.003091076,0.006001896,0.005215373,0.004428849,0.002855802
4072,-0.022655472,0.006677834,-0.005055488,1.290382006,-0.275165648,-0.037858067,-0.001433233,0.007066995,0.00604916,0.005031324,0.002995654
4073,-0.016031881,0.005203997,-0.003290354,1.068581748,-0.343495335,-0.058994523,-0.003480354,0.005829324,0.005321506,0.004813688,0.003798053
4074,-0.022339993,0.005895979,-0.00539841,1.228477728,-0.292737865,-0.042847729,-0.001835928,0.006719762,0.005869791,0.005019819,0.003319876
4075,-0.018497572,0.005437127,-0.004136753,1.098994384,-0.333205993,-0.055513117,-0.003081706,0.005996565,0.005384197,0.004771829,0.003547094
4076,-0.00765109,0.004865842,-0.000140931,0.851790726,-0.426650234,-0.091015211,-0.008283769,0.004642589,0.004385932,0.004129275,0.003615961
4077,-0.020520688,0.000455934,-0.007934715,0.794406631,-0.451849269,-0.102083881,-0.010421119,0.004329614,0.003947761,0.003565908,0.002802203
4078,-0.007310491,0.003668612,-0.000723029,0.872613461,-0.417858065,-0.087302681,-0.007621758,0.004754854,0.004622767,0.00449068,0.004226506
4079,-0.008312346,0.001598141,-0.002366054,0.647949277,-0.523117446,-0.136825931,-0.018721336,0.003528165,0.003447827,0.003367489,0.003206813
4080,-0.020883905,0.005879277,-0.004825996,1.189970379,-0.304230276,-0.04627803,-0.002141656,0.006504663,0.005722691,0.004940718,0.003376774
4081,-0.005162491,0.004338262,0.000537961,0.906916114,-0.403767479,-0.081514088,-0.006644547,0.00494221,0.004840776,0.004739342,0.004536474
